,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
1701755,169706,,[26],[26],[],1,0,[1]
1701764,144014,,"[19, 25]","[19, 25]",[],2,0,[1 2 4 5]
1701918,169930,,[19],[19],[],1,0,[1 4]
1702007,72738,[2],"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[2],5,1,[2]
1702182,143666,,"[6, 26]","[6, 26]",[],2,0,[5]
1702193,44454,"[1, 3]","[1, 2, 18, 40]","[1, 2, 18, 40]","[1, 3]",4,2,[1 2]
1703294,149410,,[2],[2],[],1,0,[2]
1703980,176870,,"[5, 21, 25, 37]","[5, 21, 25, 37]",[],4,0,[4]
1703984,120854,,"[1, 42]","[1, 42]",[],2,0,[1]
1704323,150046,,"[6, 26]","[6, 26]",[],2,0,[5]
1705134,143058,,"[20, 25, 30, 37]","[20, 25, 30, 37]",[],4,0,[1 3 4]
1705157,140562,,"[5, 19]","[5, 19]",[],2,0,[1 4]
1705312,160318,,"[5, 20, 37]","[5, 20, 37]",[],3,0,[1 3 4]
1705453,134494,,"[1, 26]","[1, 26]",[],2,0,[1 5]
1708851,106302,"[1, 2, 5]","[1, 2, 6, 37]","[1, 2, 6, 37]","[1, 2, 5]",4,3,[1 2 5]
1708952,138174,,"[1, 2, 29, 40]","[1, 2, 29, 40]",[],4,0,[1 2]
1709244,115702,,[6],[6],[],1,0,[1 5]
1709323,47802,[4],"[5, 21, 37]","[5, 21, 37]",[4],3,1,[4]
1709467,171510,,[2],[2],[],1,0,[2]
1709588,179110,,[26],[26],[],1,0,[1]
1710089,130726,,"[25, 27, 34, 43]","[25, 27, 34, 43]",[],4,0,[1 3]
1710264,141814,,[36],[36],[],1,0,[1 2]
1710467,89618,"[1, 5]","[6, 23, 42, 51]","[6, 23, 42, 51]","[1, 5]",4,2,[1 5]
1710495,130542,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1710534,131538,,[18],[18],[],1,0,[2]
1711289,158274,,[1],[1],[],1,0,[1]
1711359,128306,,"[2, 36, 40]","[2, 36, 40]",[],3,0,[2 6]
1711440,62310,[4],"[21, 37]","[21, 37]",[4],2,1,[3 4]
1711563,159630,,"[2, 40]","[2, 40]",[],2,0,[2]
1711566,177338,,"[19, 30, 44]","[19, 30, 44]",[],3,0,[4]
1712746,146098,,"[34, 43]","[34, 43]",[],2,0,[1 3]
1712811,128038,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1713126,150430,,"[19, 26]","[19, 26]",[],2,0,[1 6]
1713265,88838,[4],"[5, 21, 37, 43]","[5, 21, 37, 43]",[4],4,1,[1 4]
1713422,133382,,[19],[19],[],1,0,[1 4]
1713482,104906,"[1, 2]","[1, 2, 6, 18]","[1, 2, 6, 18]","[1, 2]",4,2,[1 2 5]
1713626,84990,[6],[39],[39],[6],1,1,[2 6]
1714376,120078,,"[6, 19]","[6, 19]",[],2,0,[4 5]
1714513,100378,"[1, 4, 5]","[1, 5, 6, 33]","[1, 5, 6, 33]","[1, 4, 5]",4,3,[1 4]
1714653,174158,,[2],[2],[],1,0,[2]
1715828,130894,,"[26, 44]","[26, 44]",[],2,0,[1 4 5]
1715891,128642,,"[25, 44]","[25, 44]",[],2,0,[1 2 4]
1716212,103954,[4],"[22, 30, 44]","[22, 30, 44]",[4],3,1,[1 4]
1716940,44358,"[1, 2, 5]","[1, 2, 6, 26, 51]","[1, 2, 6, 26, 51]","[1, 2, 5]",5,3,[2 5]
1717180,152842,,"[27, 34]","[27, 34]",[],2,0,[1 2]
1717200,106,[4],"[5, 22, 44]","[5, 22, 44]",[4],3,1,[4]
1717630,159938,,"[34, 43]","[34, 43]",[],2,0,[1 3]
1718652,148882,,"[2, 40]","[2, 40]",[],2,0,[2]
1718707,55626,[2],"[2, 36, 40]","[2, 36, 40]",[2],3,1,[2 6]
1718764,84138,[4],"[5, 21, 37, 43]","[5, 21, 37, 43]",[4],4,1,[1 4]
1719190,106634,"[1, 2, 4, 5]","[1, 2, 6, 25]","[1, 2, 6, 25]","[1, 2, 4, 5]",4,4,[1 2 4]
1720531,161110,,[37],[37],[],1,0,[4]
1720549,142198,,"[1, 23]","[1, 23]",[],2,0,[1]
1720562,177718,,"[20, 25, 34, 37]","[20, 25, 34, 37]",[],4,0,[1 3 4]
1720563,60126,[1],"[1, 23, 42, 51]","[1, 23, 42, 51]",[1],4,1,[1 5]
1720779,109002,[1],"[1, 2, 18, 40, 51]","[1, 2, 18, 40, 51]",[1],5,1,[1 2]
1720979,172062,,"[26, 29]","[26, 29]",[],2,0,[1 5]
1721055,101734,[5],"[6, 26, 29, 51]","[6, 26, 29, 51]",[5],4,1,[5]
1721244,150166,,"[1, 23, 24, 42]","[1, 23, 24, 42]",[],4,0,[1]
1721996,52442,[2],"[2, 40]","[2, 40]",[2],2,1,[2]
1722092,174070,,[6],[6],[],1,0,[1 5]
1722145,20982,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
1723165,80122,[5],[6],[6],[5],1,1,[1 5]
1723391,163910,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
1724444,164298,,"[6, 26]","[6, 26]",[],2,0,[5]
1724463,32090,"[1, 2]","[1, 2, 5, 43]","[1, 2, 5, 43]","[1, 2]",4,2,[1 2 4]
1724581,150138,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1725322,167310,,,[],[],0,0,[1 2 5]
1725378,167458,,"[1, 36, 43, 48]","[1, 36, 43, 48]",[],4,0,[1 2 3]
1725442,126650,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1726277,171162,,"[5, 37, 43, 44]","[5, 37, 43, 44]",[],4,0,[1 4]
1726313,151302,,"[6, 23, 24, 25]","[6, 23, 24, 25]",[],4,0,[1]
1726496,19822,"[1, 2, 5]","[1, 2, 6, 33]","[1, 2, 6, 33]","[1, 2, 5]",4,3,[1 2 5]
1727136,110534,[2],"[1, 2, 6, 18, 51]","[1, 2, 6, 18, 51]",[2],5,1,[1 2 5]
1728001,148934,,"[27, 33, 34]","[27, 33, 34]",[],3,0,[1 2]
1728047,112494,,"[1, 2, 23]","[1, 2, 23]",[],3,0,[1 2 5]
1728902,107958,[2],"[2, 6, 18, 36]","[2, 6, 18, 36]",[2],4,1,[2 5]
1729159,109466,"[1, 4]","[1, 5, 23]","[1, 5, 23]","[1, 4]",3,2,[1 2 4]
1729816,178610,,[19],[19],[],1,0,[1 4]
1729942,151398,,"[26, 29]","[26, 29]",[],2,0,[1 5]
1729955,122650,,"[1, 6, 25, 51]","[1, 6, 25, 51]",[],4,0,[1 2 3 5]
1730148,81506,"[1, 2]","[1, 2, 20, 40, 51]","[1, 2, 20, 40, 51]","[1, 2]",5,2,[1 2]
1731921,119094,,"[27, 34, 48, 49]","[27, 34, 48, 49]",[],4,0,[1]
1732054,12762,[2],"[1, 2, 40, 51]","[1, 2, 40, 51]",[2],4,1,[1 2]
1732171,164294,,"[6, 25, 33, 43]","[6, 25, 33, 43]",[],4,0,[1 3 5]
1732215,163610,,"[24, 36]","[24, 36]",[],2,0,[2 6]
1732675,161322,,"[21, 37]","[21, 37]",[],2,0,[3 4]
1733111,155730,,"[24, 25, 30, 37]","[24, 25, 30, 37]",[],4,0,[1 3 4 5]
1733380,107938,"[1, 3]","[1, 2, 51]","[1, 2, 51]","[1, 3]",3,2,[1 2 3]
1733636,159118,,"[1, 2, 42]","[1, 2, 42]",[],3,0,[1 2 5]
1733685,65382,"[1, 5]","[6, 25]","[6, 25]","[1, 5]",2,2,[1 5]
1733767,173930,,[37],[37],[],1,0,[4]
1733773,123658,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1734028,65514,[2],"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[2],5,1,[2]
1734755,156442,,"[21, 33]","[21, 33]",[],2,0,[1 2 3 4]
1735984,177870,,"[5, 25, 37]","[5, 25, 37]",[],3,0,[1 3 4]
1735997,137310,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
1736994,110166,[4],"[5, 21, 30, 37]","[5, 21, 30, 37]",[4],4,1,[1 4]
1737117,161046,,[5],[5],[],1,0,[1 4]
1737872,118290,,"[2, 40]","[2, 40]",[],2,0,[2]
1738016,167454,,,[],[],0,0,[1 2 5]
1738423,126294,,"[5, 34, 37]","[5, 34, 37]",[],3,0,[1 3 4]
1738629,158682,,"[5, 43]","[5, 43]",[],2,0,[3 4]
1738644,172950,,"[6, 26]","[6, 26]",[],2,0,[5]
1739634,173158,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1739644,141922,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
1739792,163982,,"[27, 29, 30, 52]","[27, 29, 30, 52]",[],4,0,[1 3 5]
1739841,137462,,[1],[1],[],1,0,[1]
1739905,138914,,"[33, 34, 48]","[33, 34, 48]",[],3,0,[1 5]
1740018,107902,[3],"[21, 24, 43]","[21, 24, 43]",[3],3,1,[3]
1740047,168874,,"[5, 24, 30]","[5, 24, 30]",[],3,0,[2 4]
1740075,130762,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1740157,136838,,"[21, 25, 30, 37]","[21, 25, 30, 37]",[],4,0,[3 4]
1740482,171106,,"[25, 34, 43]","[25, 34, 43]",[],3,0,[1 3 4 6]
1740500,149170,,[1],[1],[],1,0,[1]
1741139,160286,,"[1, 2, 23, 42]","[1, 2, 23, 42]",[],4,0,[1 2]
1741184,16438,[2],"[2, 40, 41, 43]","[2, 40, 41, 43]",[2],4,1,[2]
1741522,38870,[4],"[5, 21, 37, 43]","[5, 21, 37, 43]",[4],4,1,[1 4]
1741607,3406,[1],"[1, 23, 42, 51]","[1, 23, 42, 51]",[1],4,1,[1 5]
1741674,121502,,[2],[2],[],1,0,[2]
1741704,131002,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1741895,110062,[4],"[5, 21, 37]","[5, 21, 37]",[4],3,1,[4]
1741913,124786,,"[1, 6, 25, 26]","[1, 6, 25, 26]",[],4,0,[1 5]
1741933,116498,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
1743244,167210,,"[25, 30, 34, 43]","[25, 30, 34, 43]",[],4,0,[1 3]
1743300,158206,,[6],[6],[],1,0,[1 5]
1744193,130450,,"[19, 26, 29]","[19, 26, 29]",[],3,0,[1 5]
1744299,114842,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1745207,164466,,[43],[43],[],1,0,[3 4]
1746349,133302,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
1747427,132746,,[27],[27],[],1,0,[1]
1747429,109718,"[1, 2]","[2, 18]","[2, 18]","[1, 2]",2,2,[2]
1747542,88518,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
1747938,127658,,"[2, 18, 40, 51]","[2, 18, 40, 51]",[],4,0,[2]
1747979,21130,"[1, 2, 6]","[2, 6, 20, 40]","[2, 6, 20, 40]","[1, 2, 6]",4,3,[1 2 6]
1748633,101450,[4],"[5, 21, 30, 37]","[5, 21, 30, 37]",[4],4,1,[1 4]
1748655,144922,,"[2, 36]","[2, 36]",[],2,0,[2]
1749087,117506,,[43],[43],[],1,0,[3 4]
1749126,129978,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
1749305,175998,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
1749803,133078,,"[2, 39]","[2, 39]",[],2,0,[2]
1750202,64010,[4],"[5, 21, 37]","[5, 21, 37]",[4],3,1,[4]
1750322,177282,,"[6, 26]","[6, 26]",[],2,0,[5]
1750780,170982,,"[1, 2, 6, 26]","[1, 2, 6, 26]",[],4,0,[1 2 5]
1750792,41442,"[1, 5]","[1, 2]","[1, 2]","[1, 5]",2,2,[1 2]
1751672,59650,"[1, 3, 5]","[6, 43]","[6, 43]","[1, 3, 5]",2,3,[1 3]
1751676,116842,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
1752198,167330,,,[],[],0,0,[1 2 5]
1752281,131702,,"[23, 43]","[23, 43]",[],2,0,[1 3]
1753047,166414,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
1753095,174710,,"[5, 19]","[5, 19]",[],2,0,[1 4]
1754087,162130,,[2],[2],[],1,0,[2]
1756110,153294,,"[2, 40]","[2, 40]",[],2,0,[2]
1756482,108014,[2],"[2, 18, 36, 40]","[2, 18, 36, 40]",[2],4,1,[1 2]
1756519,125934,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
1756635,44486,[1],[1],[1],[1],1,1,[1]
1756684,126638,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1757056,134342,,"[1, 5, 25, 37]","[1, 5, 25, 37]",[],4,0,[1 3 4]
1757856,123002,,"[1, 2, 40, 48]","[1, 2, 40, 48]",[],4,0,[1 2]
1758006,164278,,"[1, 36, 48]","[1, 36, 48]",[],3,0,[1 2 5]
1758386,160298,,"[6, 34]","[6, 34]",[],2,0,[1 5]
1758394,109970,[4],"[5, 19]","[5, 19]",[4],2,1,[1 4]
1758454,111730,,"[1, 2, 3, 18]","[1, 2, 3, 18]",[],4,0,[1 2 3 5]
1758498,132782,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1758561,134790,,"[1, 23]","[1, 23]",[],2,0,[1]
1758861,170354,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
1758942,125574,,"[1, 2, 24, 40]","[1, 2, 24, 40]",[],4,0,[1 2 5]
1759337,135994,,"[5, 25, 31, 48]","[5, 25, 31, 48]",[],4,0,[1 3 4]
1759664,129014,,"[6, 19, 26]","[6, 19, 26]",[],3,0,[5]
1760327,136382,,"[2, 6, 18, 19]","[2, 6, 18, 19]",[],4,0,[2]
1760549,172494,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1760591,139882,,"[5, 30, 44]","[5, 30, 44]",[],3,0,[4]
1760634,113210,,"[2, 40]","[2, 40]",[],2,0,[2]
1761650,151342,,"[26, 29]","[26, 29]",[],2,0,[1 5]
1763503,50498,"[1, 2, 4]","[1, 2, 5, 23]","[1, 2, 5, 23]","[1, 2, 4]",4,3,[1 2 4]
1763679,164334,,[44],[44],[],1,0,[1 2 4]
1764151,111774,,"[2, 18, 26, 27]","[2, 18, 26, 27]",[],4,0,[1 2 5]
1764232,150218,,[19],[19],[],1,0,[1 4]
1765243,101670,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
1765348,157114,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
1766661,148862,,"[1, 5]","[1, 5]",[],2,0,[1 4]
1767696,150594,,"[19, 26]","[19, 26]",[],2,0,[1 6]
1768134,135418,,"[5, 20, 25, 43, 51]","[5, 20, 25, 43, 51]",[],5,0,[1 3 5]
1768242,163598,,[2],[2],[],1,0,[2]
1769673,164158,,[5],[5],[],1,0,[1 4]
1769726,136342,,[25],[25],[],1,0,[1 2 4 5]
1769747,177566,,[1],[1],[],1,0,[1]
1770064,148710,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1770124,176482,,[18],[18],[],1,0,[2]
1770686,168354,,[37],[37],[],1,0,[4]
1770731,177122,,"[6, 25, 26]","[6, 25, 26]",[],3,0,[1 4 5]
1770788,128674,,"[2, 40]","[2, 40]",[],2,0,[2]
1771292,116346,,"[18, 27, 39, 48]","[18, 27, 39, 48]",[],4,0,[1 2 5]
1771556,167658,,,[],[],0,0,[1 2 5]
1771630,113406,,"[2, 18, 36, 40]","[2, 18, 36, 40]",[],4,0,[1 2]
1772080,48462,[2],"[2, 20]","[2, 20]",[2],2,1,[2]
1772251,143398,,"[5, 19]","[5, 19]",[],2,0,[1 4]
1772462,170990,,"[1, 6]","[1, 6]",[],2,0,[1 2 5]
1772479,163762,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
1772823,173370,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
1772986,80102,"[1, 2]","[1, 2, 6, 18]","[1, 2, 6, 18]","[1, 2]",4,2,[1 2 5]
1774845,166730,,[25],[25],[],1,0,[1 2 4 5]
1774890,149426,,[19],[19],[],1,0,[1 4]
1774924,108782,[1],[20],[20],[1],1,1,[1 2]
1775347,72898,"[1, 5]","[29, 30]","[29, 30]","[1, 5]",2,2,[1 5]
1775867,168850,,[36],[36],[],1,0,[1 2]
1776032,17666,[2],"[2, 18, 36, 40]","[2, 18, 36, 40]",[2],4,1,[1 2]
1776851,123158,,"[1, 6, 26, 29]","[1, 6, 26, 29]",[],4,0,[1 5]
1777070,171466,,[30],[30],[],1,0,[1 3 4 5]
1777291,111038,,"[1, 5, 43]","[1, 5, 43]",[],3,0,[1 3 4 5]
1777416,80442,"[1, 5]","[6, 20, 25, 26]","[6, 20, 25, 26]","[1, 5]",4,2,[4 5]
1777421,97290,[2],"[2, 18, 24, 40]","[2, 18, 24, 40]",[2],4,1,[1 2 4]
1778791,126150,,"[6, 26]","[6, 26]",[],2,0,[5]
1779013,170214,,"[1, 42]","[1, 42]",[],2,0,[1]
1779529,126882,,"[1, 26]","[1, 26]",[],2,0,[1 5]
1779595,107582,[3],"[25, 27, 34, 43, 51]","[25, 27, 34, 43, 51]",[3],5,1,[1 3]
1779626,145394,,"[1, 25, 43]","[1, 25, 43]",[],3,0,[1 3]
1779753,125186,,[2],[2],[],1,0,[2]
1779785,121194,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
1780907,109470,[4],"[5, 19, 25, 26]","[5, 19, 25, 26]",[4],4,1,[4]
1781211,109398,[4],[5],[5],[4],1,1,[1 4]
1781292,107730,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
1781789,101330,"[1, 2]","[1, 2]","[1, 2]","[1, 2]",2,2,[1 2]
1782636,135002,,[25],[25],[],1,0,[1 2 4 5]
1782692,54686,[1],"[1, 23, 42]","[1, 23, 42]",[1],3,1,[1]
1783659,139082,,"[2, 18]","[2, 18]",[],2,0,[2]
1784014,162362,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
1784046,126666,,"[26, 35]","[26, 35]",[],2,0,[5]
1784983,17574,"[1, 2, 5]","[1, 2, 18, 40]","[1, 2, 18, 40]","[1, 2, 5]",4,3,[1 2]
1785151,142826,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
1785861,103106,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
1785975,130354,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
1786125,15006,"[1, 2]","[1, 2, 6, 23]","[1, 2, 6, 23]","[1, 2]",4,2,[1 2 5]
1786868,129914,,"[2, 6, 18, 25]","[2, 6, 18, 25]",[],4,0,[1 2]
1786951,127994,,[3],[3],[],1,0,[1 3 4]
1787251,133778,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
1787456,106570,"[1, 2, 5]","[1, 2, 6, 18]","[1, 2, 6, 18]","[1, 2, 5]",4,3,[1 2 5]
1787960,169822,,"[21, 37]","[21, 37]",[],2,0,[3 4]
1788126,106238,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
1788420,157122,,"[27, 30]","[27, 30]",[],2,0,[1 3]
1788444,109738,"[1, 2]",[1],[1],"[1, 2]",1,2,[1]
1788653,106334,[1],"[1, 42]","[1, 42]",[1],2,1,[1]
1789270,118914,,"[1, 5]","[1, 5]",[],2,0,[1 4]
1789914,110654,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
1790576,68922,[2],"[19, 24, 39]","[19, 24, 39]",[2],3,1,[2]
1790775,154574,,[26],[26],[],1,0,[1]
1790870,160858,,[37],[37],[],1,0,[4]
1790907,116266,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1790989,178938,,"[1, 23, 33]","[1, 23, 33]",[],3,0,[1]
1790997,106906,[1],"[1, 23, 42]","[1, 23, 42]",[1],3,1,[1]
1791483,151490,,"[23, 24, 25, 37]","[23, 24, 25, 37]",[],4,0,[1]
1791812,170582,,"[1, 5, 19, 20]","[1, 5, 19, 20]",[],4,0,[1 2 4]
1791974,119350,,"[5, 20, 37]","[5, 20, 37]",[],3,0,[1 3 4]
1792150,162346,,"[6, 26]","[6, 26]",[],2,0,[5]
1792312,171206,,"[6, 26]","[6, 26]",[],2,0,[5]
1792973,118598,,"[23, 25, 30, 37]","[23, 25, 30, 37]",[],4,0,[1 3 4]
1792989,128050,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
1793063,77054,[2],"[2, 18]","[2, 18]",[2],2,1,[2]
1794115,159010,,"[2, 39]","[2, 39]",[],2,0,[2]
1794277,149178,,"[5, 25, 30, 37]","[5, 25, 30, 37]",[],4,0,[4]
1795442,119614,,"[1, 2, 40, 51]","[1, 2, 40, 51]",[],4,0,[1 2]
1795571,157282,,[25],[25],[],1,0,[1 2 4 5]
1795985,127370,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
1796238,11734,[2],"[2, 24]","[2, 24]",[2],2,1,[1 2]
1796978,119650,,"[6, 26]","[6, 26]",[],2,0,[5]
1797170,171706,,"[23, 43]","[23, 43]",[],2,0,[1 3]
1798394,127634,,"[1, 26]","[1, 26]",[],2,0,[1 5]
1798992,66610,[2],"[2, 20]","[2, 20]",[2],2,1,[2]
1799088,61582,"[1, 2]","[1, 2, 18, 20]","[1, 2, 18, 20]","[1, 2]",4,2,[1 2 5]
1800140,168906,,[1],[1],[],1,0,[1]
1800822,138150,,"[5, 24, 25, 44]","[5, 24, 25, 44]",[],4,0,[4]
1800908,167522,,"[6, 26, 27]","[6, 26, 27]",[],3,0,[5]
1800939,109850,[1],"[1, 6, 32]","[1, 6, 32]",[1],3,1,[1]
1801768,141822,,"[2, 40]","[2, 40]",[],2,0,[2]
1802166,144534,,"[21, 37]","[21, 37]",[],2,0,[3 4]
1802197,152758,,"[1, 42]","[1, 42]",[],2,0,[1]
1803326,159002,,"[2, 18, 40, 47]","[2, 18, 40, 47]",[],4,0,[2]
1804770,126538,,"[25, 51]","[25, 51]",[],2,0,[1 3 4]
1805223,138386,,"[5, 19, 26, 33]","[5, 19, 26, 33]",[],4,0,[4 5]
1805442,87634,"[1, 2, 5]","[1, 2, 24, 27]","[1, 2, 24, 27]","[1, 2, 5]",4,3,[1 2 5]
1805524,121774,,"[1, 51]","[1, 51]",[],2,0,[1]
1805702,111442,,"[2, 18, 51]","[2, 18, 51]",[],3,0,[2]
1805763,132426,,[2],[2],[],1,0,[2]
1806213,116438,,"[1, 2, 25, 42]","[1, 2, 25, 42]",[],4,0,[1 2 5]
1806809,176026,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
1807779,125202,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1809806,166002,,"[5, 44]","[5, 44]",[],2,0,[4]
1809835,155638,,"[1, 5, 21, 30]","[1, 5, 21, 30]",[],4,0,[1 4]
1809852,164110,,[37],[37],[],1,0,[4]
1809865,43718,[4],"[5, 30, 37]","[5, 30, 37]",[4],3,1,[4]
1809903,152890,,"[5, 20, 25, 37]","[5, 20, 25, 37]",[],4,0,[4]
1810868,76578,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
1811112,140326,,"[1, 5, 22, 44]","[1, 5, 22, 44]",[],4,0,[4]
1811272,163118,,[39],[39],[],1,0,[2 6]
1811637,141482,,"[5, 30, 34]","[5, 30, 34]",[],3,0,[4]
1812178,149830,,"[1, 2, 25, 42, 51]","[1, 2, 25, 42, 51]",[],5,0,[1 2 3 4 5]
1812250,138714,,[19],[19],[],1,0,[1 4]
1812479,167938,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
1812492,32626,[5],[1],[1],[5],1,1,[1]
1812511,157658,,"[6, 29]","[6, 29]",[],2,0,[1 5]
1812543,120478,,"[1, 51]","[1, 51]",[],2,0,[1]
1812571,159598,,"[24, 36]","[24, 36]",[],2,0,[2 6]
1812572,159282,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
1812582,113290,,[5],[5],[],1,0,[1 4]
1812622,178434,,"[1, 2, 42, 43]","[1, 2, 42, 43]",[],4,0,[1 2 3]
1813953,42862,"[1, 2]","[1, 2, 5, 33]","[1, 2, 5, 33]","[1, 2]",4,2,[1 2]
1814179,155510,,[19],[19],[],1,0,[1 4]
1815088,136914,,"[2, 34, 42]","[2, 34, 42]",[],3,0,[1 2]
1815100,139170,,[2],[2],[],1,0,[2]
1815182,18302,[1],"[1, 2]","[1, 2]",[1],2,1,[1 2]
1815713,108590,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
1815927,107098,"[1, 2]","[1, 2, 18, 40]","[1, 2, 18, 40]","[1, 2]",4,2,[1 2]
1815966,115314,,"[6, 26]","[6, 26]",[],2,0,[5]
1816088,149766,,[30],[30],[],1,0,[1 3 4 5]
1816145,148034,,"[26, 29]","[26, 29]",[],2,0,[1 5]
1816448,171794,,"[26, 30]","[26, 30]",[],2,0,[1 4]
1816786,115342,,"[1, 6, 18]","[1, 6, 18]",[],3,0,[1 2 5]
1816898,174662,,"[1, 2, 25]","[1, 2, 25]",[],3,0,[ 1  2 10]
1817331,157782,,"[24, 25, 43]","[24, 25, 43]",[],3,0,[1 3 4 6]
1817431,153338,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
1817445,110870,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
1817555,170494,,"[1, 42]","[1, 42]",[],2,0,[1]
1817561,142438,,"[5, 24, 37]","[5, 24, 37]",[],3,0,[1 4]
1817565,179182,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
1817872,129758,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1818064,135186,,[43],[43],[],1,0,[3 4]
1818077,168222,,[43],[43],[],1,0,[3 4]
1818117,123362,,"[5, 30, 33, 44, 51]","[5, 30, 33, 44, 51]",[],5,0,[4]
1818155,143242,,"[1, 2, 6, 24]","[1, 2, 6, 24]",[],4,0,[1 2 4]
1818241,106586,"[1, 2]","[1, 2, 18, 40]","[1, 2, 18, 40]","[1, 2]",4,2,[1 2]
1818612,149422,,"[6, 20, 23, 25]","[6, 20, 23, 25]",[],4,0,[1 3 5]
1818669,119174,,"[2, 40]","[2, 40]",[],2,0,[2]
1819089,104322,[2],"[1, 2, 40]","[1, 2, 40]",[2],3,1,[1 2]
1819549,153746,,"[5, 24, 25, 30]","[5, 24, 25, 30]",[],4,0,[1 4 5]
1819641,167582,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
1819652,148702,,"[1, 23, 26, 42]","[1, 23, 26, 42]",[],4,0,[1]
1820462,113862,,"[1, 3, 43, 51]","[1, 3, 43, 51]",[],4,0,[1 3 4]
1820517,128854,,"[30, 43]","[30, 43]",[],2,0,[1 3]
1820584,117538,,[18],[18],[],1,0,[2]
1820729,147010,,[27],[27],[],1,0,[1]
1820850,149598,,"[5, 30]","[5, 30]",[],2,0,[4]
1820909,145078,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
1821132,172782,,[26],[26],[],1,0,[1]
1821653,1014,"[1, 3, 4]","[3, 51]","[3, 51]","[1, 3, 4]",2,3,[3 4]
1821844,178630,,"[6, 26]","[6, 26]",[],2,0,[5]
1823675,129098,,"[1, 2, 18, 25]","[1, 2, 18, 25]",[],4,0,[1 2]
1824458,159506,,[37],[37],[],1,0,[4]
1824551,166082,,[36],[36],[],1,0,[1 2]
1824688,131130,,"[1, 2]","[1, 2]",[],2,0,[1 2]
1824719,141062,,"[25, 27, 30, 37]","[25, 27, 30, 37]",[],4,0,[1 3 4]
